ticker,exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website
MVC,UPCOM,Xây dựng và Vật liệu,CT,727,0.0,100.0,100.0,2010.0,498,2.5,-0.001,-0.079,-0.362,VL và XD Bình Dương,http://www.vlxdbd.com.vn
MVN,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,491,0.0,1200.6,6.4,2010.0,853,2.4,-0.01,-0.07,0.859,TCT Hàng hải Việt Nam,https://vimc.co
MWG,HOSE,Bán lẻ,CT,41908,0.47,1461.9,1462.2,2004.0,60561,2.0,-0.026,-0.052,0.235,Thế giới di động,https://mwg.vn
NAB,HOSE,Ngân hàng,NH,4791,0.011,1322.6,1322.6,1992.0,5270,2.4,-0.028,-0.03,0.353,Ngân hàng Nam Á,http://www.namabank.com.vn
NAC,UPCOM,Xây dựng và Vật liệu,CT,237,0.0,2.8,2.8,2007.0,415,,-0.006,-0.015,1.848,Tư vấn xây dựng Tổng hợp,http://www.nagecco.com
NAF,HOSE,Thực phẩm và đồ uống,CT,3366,0.213,55.6,50.6,2010.0,1395,3.0,-0.016,0.126,0.291,Nafoods Group,https://www.nafoods.com
NAG,HNX,Hàng & Dịch vụ Công nghiệp,CT,1067,0.019,31.6,31.6,2007.0,253,2.6,-0.006,-0.049,-0.064,Tập đoàn Nagakawa,https://nagakawa.com.vn
NAP,HNX,Hàng & Dịch vụ Công nghiệp,CT,534,0.0,21.5,21.5,2009.0,398,,-0.006,-0.114,0.685,Cảng Nghệ Tĩnh,https://nghetinhport.vn
NAS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,697,0.008,8.3,8.3,2006.0,721,2.6,-0.025,-0.25,-0.359,DV Hàng không SB Nội Bài,https://nasco.com.vn
NAU,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,488,0.0,3.7,3.7,2010.0,515,,-0.006,-0.036,1.064,Công trình Đô thị Nghệ An,http://www.moitruongdothinghean.com
NAV,HOSE,Xây dựng và Vật liệu,CT,668,0.009,8.0,8.0,2001.0,25,3.1,0.032,0.068,0.322,Tấm lợp và gỗ Nam Việt,https://www.navifico.vn
NAW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,691,0.0,37.4,37.4,2006.0,484,2.3,-0.006,-0.027,-0.131,Cấp nước Nghệ An,https://www.nawasco.com.vn
NBB,HOSE,Bất động sản,CT,5152,0.005,100.2,100.5,2005.0,152,2.4,0.036,0.028,0.09,577 CORP,http://nbb.com.vn
NBC,HNX,Tài nguyên Cơ bản,CT,3054,0.052,37.0,37.0,1996.0,3345,2.6,0.012,-0.041,-0.095,Than Núi Béo,http://nuibeo.com.vn
NBE,UPCOM,Truyền thông,CT,322,0.012,5.0,5.0,2010.0,57,,-0.011,-0.031,0.012,Sách và Thiết bị GD Miền Bắc,http://stbmienbac.vn
NBP,HNX,"Điện, nước & xăng dầu khí đốt",CT,1421,0.011,12.9,12.9,2009.0,401,,-0.006,-0.038,-0.135,Nhiệt điện Ninh Bình,http://nbtpc.com.vn
NBT,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,293,0.005,29.4,29.4,2006.0,286,2.9,-0.011,-0.009,0.298,Cấp thoát nước Bến Tre,https://bewaco.vn
NBW,HNX,"Điện, nước & xăng dầu khí đốt",CT,312,0.054,10.9,10.9,2005.0,391,,-0.065,0.067,0.393,Cấp nước Nhà Bè,https://capnuocnhabe.vn
NCG,UPCOM,Thực phẩm và đồ uống,CT,742,0.0,119.8,119.8,2004.0,1972,1.7,-0.051,-0.126,,Nova Consumer,https://novaconsumer.com.vn
NCS,UPCOM,Thực phẩm và đồ uống,CT,571,0.019,17.9,17.9,2004.0,739,2.8,-0.004,0.013,0.366,Suất ăn Hàng không Nội Bài,http://www.noibaicatering.com.vn
NCT,HOSE,Hàng & Dịch vụ Công nghiệp,CT,2104,0.153,26.2,26.2,2005.0,712,3.2,0.009,0.121,0.3,DV Hàng hóa Nội Bài,http://www.noibaicargo.com.vn
ND2,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,458,0.351,50.0,50.0,2004.0,78,2.6,-0.007,0.033,0.06,Đầu tư và PT điện Miền Bắc 2,http://nedi2.com.vn
NDC,UPCOM,Y tế,CT,170,0.001,6.0,6.0,2004.0,668,2.9,0.2,0.138,0.085,Dược phẩm Nam Dược,https://namduoc.vn
NDF,UPCOM,Thực phẩm và đồ uống,CT,126,0.019,7.9,7.9,2000.0,3,,-0.006,-0.015,-0.131,Nông sản XK Nam Định,http://www.namdinhfoods.com
NDN,HNX,Bất động sản,CT,7365,0.016,71.7,71.7,1992.0,21,3.1,-0.006,-0.036,-0.249,PT Nhà Đà Nẵng,https://ndn.com.vn
NDP,UPCOM,Y tế,CT,350,0.0,11.1,11.1,2001.0,218,2.8,-0.006,0.118,0.114,Dược phẩm 2/9,http://www.nadyphar.com.vn
NDT,UPCOM,Hàng cá nhân & Gia dụng,CT,1024,0.0,15.6,15.6,2007.0,1629,,-0.018,-0.018,-0.261,Dệt may Nam Định,https://natexco.com.vn
NDW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,524,0.0,34.2,34.3,2007.0,496,,-0.006,-0.015,0.062,Cấp nước Nam Định,http://capnuocnamdinh.vn
NDX,HNX,Xây dựng và Vật liệu,CT,590,0.004,9.6,10.0,2008.0,107,,-0.024,-0.036,-0.241,Phát triển Nhà Đà Nẵng,https://ndx.com.vn
NED,UPCOM,Xây dựng và Vật liệu,CT,3902,0.001,40.5,40.5,2006.0,49,2.2,-0.015,-0.028,0.223,Phát triển Điện Tây Bắc,https://ned.vn
NEM,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,105,0.0,8.8,8.8,2004.0,5,2.8,-0.006,-0.015,,Thiết bị Điện Miền Bắc,https://neem-electric.vn
NET,HNX,Hàng cá nhân & Gia dụng,CT,573,0.008,22.4,22.4,1972.0,281,3.0,0.06,-0.029,0.501,Bột giặt Net,http://www.netcovn.com.vn
NFC,HNX,Hóa chất,CT,272,0.001,15.7,15.7,1977.0,308,,-0.202,-0.121,0.243,Phân lân Ninh Bình,http://niferco.com.vn
NGC,UPCOM,Thực phẩm và đồ uống,CT,0,0.134,2.3,2.3,2005.0,110,,-0.006,-0.015,-0.411,Thủy sản Ngô Quyền,http://www.ngoprexco.com.vn
NHA,HOSE,Xây dựng và Vật liệu,CT,5172,0.005,44.2,44.2,2004.0,37,2.1,-0.013,-0.057,0.347,PT Nhà và Đô thị Nam HN,https://namhanoi.com.vn
NHC,HNX,Xây dựng và Vật liệu,CT,476,0.157,3.0,3.0,2000.0,16,2.2,-0.006,-0.015,-0.14,Gạch ngói Nhị Hiệp,https://gachngoinhihiep.com
NHH,HOSE,Hóa chất,CT,3093,0.007,72.9,72.9,1972.0,1604,2.7,-0.003,0.036,-0.298,Nhựa Hà Nội,https://www.hanoiplastics.com.vn
NHP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,681,0.002,27.6,27.6,2013.0,97,,-0.006,-0.015,-0.531,Sản xuất XNK NHP,http://www.nhpvietnam.com
NHT,HOSE,Hàng cá nhân & Gia dụng,CT,499,0.03,24.0,24.0,2004.0,658,2.1,-0.023,-0.028,-0.123,Sản xuất và Thương mại Nam Hoa,http://www.namhoatoys.vn
NHV,UPCOM,Tài nguyên Cơ bản,CT,148,0.005,5.5,5.5,2009.0,9,,-0.006,-0.015,-0.598,Đầu tư NHV,http://www.nhv.com.vn
NJC,UPCOM,Hàng cá nhân & Gia dụng,CT,304,0.003,3.2,3.2,2004.0,978,,-0.111,-0.212,-0.167,May Nam Định,http://www.nagaco.com
NKG,HOSE,Tài nguyên Cơ bản,CT,36861,0.099,263.3,263.3,2002.0,1450,2.3,-0.002,-0.001,-0.043,Thép Nam Kim,https://tonnamkim.com/
NLG,HOSE,Bất động sản,CT,20648,0.498,384.8,384.8,2005.0,842,2.4,-0.008,-0.038,0.081,BĐS Nam Long,https://www.namlongvn.com
NLS,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,177,0.0,5.0,5.0,2009.0,450,,-0.006,-0.015,-0.131,Cấp thoát nước Lạng Sơn,http://www.capthoatnuoclangson.com.vn
NNC,HOSE,Xây dựng và Vật liệu,CT,1333,0.051,21.9,21.9,2006.0,65,2.6,-0.015,-0.056,0.122,Đá Núi Nhỏ,http://nuinho.vn
NNT,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,161,0.003,9.5,9.5,1992.0,268,2.4,0.113,0.113,0.428,Cấp nước Ninh Thuận,https://capnuocninhthuan.com
NO1,HOSE,Hàng & Dịch vụ Công nghiệp,CT,233,0.001,24.0,24.0,2011.0,31,,0.06,0.18,-0.035,Tâp đoàn 911,https://911group.com.vn
NOS,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,782,0.0,19.5,20.1,2007.0,153,,-0.118,-0.348,-0.242,Vận tải Biển và Thương mại Phương Đông,https://ostc.com.vn
NQB,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,201,0.0,17.2,17.2,1992.0,225,3.0,-0.006,-0.015,-0.508,Cấp nước Quảng Bình,http://capnuocquangbinh.vn
NQN,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,993,0.0,50.8,50.8,2010.0,1356,2.7,-0.006,-0.015,-0.089,Nước sạch Quảng Ninh,http://quawaco.com.vn
NQT,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,307,0.0,18.2,18.2,2007.0,255,,-0.006,-0.015,-0.136,Nước sạch Quảng Trị,https://qtwaco.vn
NRC,HNX,Bất động sản,CT,5445,0.054,92.6,92.6,2014.0,84,2.1,0.063,-0.129,-0.535,Tập đoàn Danh Khôi,https://danhkhoi.com.vn
NS2,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,512,0.0,56.8,56.8,1996.0,521,2.2,-0.006,-0.024,1.111,Nước sạch số 2 Hà Nội,http://www.hawater.com.vn
NSC,HOSE,Thực phẩm và đồ uống,CT,1134,0.08,17.6,17.6,2004.0,666,2.8,-0.006,-0.015,0.028,Tập đoàn Giống cây trồng Việt Nam,https://www.vinaseed.com.vn
NSG,UPCOM,Hóa chất,CT,211,0.0,8.6,8.6,2013.0,43,,-0.006,-0.083,-0.393,Nhựa Sài Gòn,https://www.saigonplastic.com.vn
NSH,HNX,Tài nguyên Cơ bản,CT,1664,0.013,20.7,20.7,2004.0,256,,-0.026,-0.087,-0.15,Nhôm Sông Hồng,http://www.shalumi.com.vn
NSL,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,253,0.007,10.0,10.0,2005.0,217,,-0.104,-0.135,-0.443,Cấp nước Sơn La,http://capnuocsonla.vn
NSS,UPCOM,Thực phẩm và đồ uống,CT,101,0.0,10.3,10.3,2005.0,126,,-0.006,-0.015,-0.14,Nông súc sản Đồng Nai,http://www.dolicovn.com
NST,HNX,Hàng cá nhân & Gia dụng,CT,727,0.031,11.2,11.2,2005.0,284,,-0.006,0.058,0.241,Thuốc lá Ngân Sơn,http://www.nganson.vn
NT2,HOSE,"Điện, nước & xăng dầu khí đốt",CT,6209,0.132,287.9,287.9,2007.0,170,2.4,-0.009,-0.03,-0.314,Điện lực Nhơn Trạch 2,https://www.pvpnt2.vn
NTB,UPCOM,Bất động sản,CT,0,0.003,39.8,39.8,1999.0,2,,-0.006,-0.015,-0.331,Công trình giao thông 584,http://www.congty584.com.vn
NTC,UPCOM,Bất động sản,CT,896,0.024,24.0,24.0,2005.0,132,2.7,0.056,0.014,-0.087,KCN Nam Tân Uyên,http://www.namtanuyen.com.vn
NTF,UPCOM,Y tế,CT,145,0.0,6.0,6.0,2013.0,610,,-0.006,-0.498,0.047,Dược Nghệ An,http://www.dnapharma.com.vn
NTH,HNX,"Điện, nước & xăng dầu khí đốt",CT,148,0.001,10.8,10.8,2015.0,28,2.8,-0.005,0.085,0.105,Thủy điện Nước Trong,http://www.thuydiennuoctrong.com.vn
NTL,HOSE,Bất động sản,CT,5221,0.118,122.0,122.0,2004.0,101,3.4,0.045,0.041,0.779,Đô thị Từ Liêm,https://lideco.vn
NTP,HNX,Xây dựng và Vật liệu,CT,2452,0.168,142.5,142.5,1993.0,1350,2.8,0.01,-0.117,0.83,Nhựa Tiền Phong,https://nhuatienphong.vn
NTT,UPCOM,Hàng cá nhân & Gia dụng,CT,258,0.0,23.5,23.5,2006.0,1205,,-0.002,0.235,-0.02,Dệt - May Nha Trang,http://nhatrangtex.com
NTW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,269,0.001,10.0,10.0,2008.0,84,2.5,-0.035,0.069,-0.046,Cấp nước Nhơn Trạch,http://www.ntw.com.vn
NUE,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,627,0.0,6.0,6.0,2010.0,924,,-0.028,0.007,0.11,Môi trường Đô thị Nha Trang,http://urenconhatrang.com.vn
NVB,HNX,Ngân hàng,NH,2652,0.031,556.8,560.2,2006.0,1914,2.2,-0.039,-0.015,-0.375,Ngân hàng Quốc Dân,https://www.ncb-bank.vn
NVL,HOSE,Bất động sản,CT,77191,0.047,1950.1,1950.1,1992.0,995,2.2,-0.011,-0.197,-0.378,Novaland,http://www.novaland.com.vn
NVP,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,146,0.0,11.0,11.0,1999.0,125,,-0.006,-0.015,-0.128,Nước sạch Vĩnh Phúc,http://vinhphucwater.com.vn
NVT,HOSE,Bất động sản,CT,1080,0.001,90.5,90.5,2006.0,545,2.3,-0.006,-0.039,-0.188,Ninh Vân Bay,https://ninhvanbay.vn
NWT,UPCOM,Du lịch và Giải trí,CT,148,0.0,8.5,8.5,2015.0,318,,-0.006,-0.015,0.155,Vận tải Newway,https://newwayjsc.com.vn
NXT,UPCOM,Xây dựng và Vật liệu,CT,174,0.001,6.6,6.6,2015.0,20,,-0.038,-0.193,-0.813,SX và Cung ứng VLXD Kon Tum,http://www.kovalixa.net
OCB,HOSE,Ngân hàng,NH,20103,0.204,2465.8,2465.8,1996.0,6904,2.7,-0.034,0.054,-0.008,Ngân hàng Phương Đông,https://www.ocb.com.vn
OCH,HNX,Thực phẩm và đồ uống,CT,1908,0.0,200.0,200.0,2006.0,1077,2.1,-0.006,-0.032,-0.293,Khách sạn và Dịch vụ OCH,http://www.och.vn
ODE,UPCOM,Truyền thông,CT,129,0.0,10.0,10.0,2016.0,115,,-0.006,0.001,-0.105,Tập đoàn Truyền thông và Giải trí ODE,https://ode.vn
OGC,HOSE,Dịch vụ tài chính,CT,5895,0.002,300.0,300.0,2007.0,1140,1.8,-0.071,-0.165,-0.433,Tập đoàn Đại Dương,http://www.oceangroup.vn
OIL,UPCOM,Dầu khí,CT,12101,0.063,1034.2,201.4,2008.0,681,2.1,-0.01,-0.098,0.113,PV Oil,http://www.pvoil.com.vn
ONE,HNX,Công nghệ Thông tin,CT,0,0.063,7.9,8.0,2001.0,76,,-0.025,0.005,-0.202,Truyền thông Số 1,http://www.one.com.vn
ONW,UPCOM,Du lịch và Giải trí,CT,134,0.147,2.0,2.0,2009.0,1,,-0.006,-0.015,-0.263,Dịch vụ Một Thế giới,http://www.oneworld.vn
OPC,HOSE,Y tế,CT,1166,0.007,64.1,64.1,2002.0,930,2.7,-0.004,-0.015,-0.048,Dược phẩm OPC,https://opcpharma.com
ORS,HOSE,Dịch vụ tài chính,CK,12142,0.009,336.0,336.0,2006.0,332,2.6,-0.034,0.118,-0.095,Chứng khoán Tiên Phong,https://tpbs.com.vn
PAC,HOSE,Hàng & Dịch vụ Công nghiệp,CT,1156,0.121,46.5,46.5,2004.0,1249,2.3,-0.024,-0.002,0.412,Pin Ắc quy Miền Nam,https://www.pinaco.com
PAI,UPCOM,Viễn thông,CT,109,0.001,4.2,4.2,2009.0,76,,0.141,-0.058,0.535,"CNTT, VT và Tự động hóa Dầu khí - PAIC",http://www.paic.pvn.vn
PAN,HOSE,Thực phẩm và đồ uống,CT,16225,0.19,208.9,216.3,2005.0,10462,2.8,0.056,0.077,0.142,Tập đoàn PAN,https://thepangroup.vn
PAP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,206,0.0,232.0,200.0,2008.0,29,2.2,-0.019,-0.157,0.628,Cảng Phước An,http://pap.vn
PAS,UPCOM,Tài nguyên Cơ bản,CT,0,0.01,28.0,28.0,2010.0,46,2.0,-0.023,-0.03,-0.303,Quốc tế Phương Anh,http://www.phuonganhgroup.com.vn/
PAT,UPCOM,Hóa chất,CT,1327,0.005,25.0,25.0,2014.0,262,2.5,-0.007,-0.017,-0.103,Phốt pho Apatit Việt Nam,https://pacvietnam.vn
PBC,UPCOM,Y tế,CT,738,0.0,113.3,113.3,1993.0,652,2.0,-0.026,-0.078,-0.505,Dược Phẩm TW 1- Pharbaco,https://pharbaco.com.vn
PBP,HNX,Hàng & Dịch vụ Công nghiệp,CT,491,0.002,4.8,4.8,2010.0,217,,-0.021,-0.015,0.095,Bao bì Dầu khí VN,https://pbp.vn
PBT,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,148,0.0,17.5,17.5,2009.0,319,,0.079,0.18,0.258,BSPPT,http://www.pvbuilding.com.vn
PC1,HOSE,Xây dựng và Vật liệu,CT,12220,0.135,311.0,311.0,2005.0,1595,2.4,0.004,-0.016,-0.11,Tập đoàn PC1,http://pc1group.vn
PCC,UPCOM,Xây dựng và Vật liệu,CT,369,0.0,11.5,11.5,2002.0,474,,-0.006,0.214,0.483,Xây lắp 1- Petrolimex,https://pcc1.petrolimex.com.vn
PCE,HNX,Hóa chất,CT,313,0.004,10.0,10.0,2008.0,53,,0.01,-0.009,-0.19,Phân bón và Hóa chất DK Miền Trung,http://www.pce.vn
PCF,UPCOM,Thực phẩm và đồ uống,CT,542,0.005,3.0,3.0,2006.0,15,,0.565,0.464,0.31,Cà phê PETEC,http://www.petecof.vn
PCG,HNX,"Điện, nước & xăng dầu khí đốt",CT,1490,0.489,18.9,18.9,2010.0,55,,-0.188,0.355,-0.205,Đầu tư PT Gas Đô thị,http://www.pvgascity.com.vn
PCH,HNX,Hóa chất,CT,614,0.0,24.2,24.2,2010.0,62,,-0.006,0.02,0.702,Nhựa Picomat,https://picomat.vn
PCM,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,3.9,4.0,2006.0,101,,-0.018,-0.027,-0.214,VLXD Bưu điện,http://pcm.vn
PCN,UPCOM,Hóa chất,CT,197,0.001,3.9,3.9,2008.0,5,,-0.006,-0.015,0.252,Dầu khí DMC-Miền Bắc,http://www.pvdmcn.com.vn
PCT,HNX,Hàng & Dịch vụ Công nghiệp,CT,1610,0.0,50.0,50.0,2007.0,38,,-0.006,-0.055,0.491,Vận tải Biển Global Pacific,http://www.pct.com.vn
PDB,HNX,Xây dựng và Vật liệu,CT,505,0.002,8.9,8.9,2010.0,168,,-0.028,-0.058,-0.168,DIN Capital,https://dincapital.com
PDC,UPCOM,Du lịch và Giải trí,CT,474,0.001,15.0,15.0,2008.0,116,,-0.043,-0.085,-0.076,Dầu khí Phương Đông,http://www.phuongdongpv.com.vn
PDN,HOSE,Hàng & Dịch vụ Công nghiệp,CT,352,0.003,37.0,37.0,2006.0,275,2.8,-0.043,-0.065,-0.12,Cảng Đồng Nai,http://www.dongnai-port.com
PDR,HOSE,Bất động sản,CT,29534,0.068,873.1,873.1,2004.0,278,2.3,0.003,-0.056,-0.156,BĐS Phát Đạt,https://www.phatdat.com.vn
PDV,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,66.1,43.1,2007.0,393,3.1,-0.011,0.019,0.606,Vận tải Phương Đông Việt,https://pvtlogistics.vn
PEC,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,3.1,3.1,2004.0,17,,-0.006,0.096,0.005,Cơ khí Điện lực,https://www.evn.com.vn
PEG,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,746,0.0,248.9,231.9,2010.0,488,2.3,-0.064,-0.351,0.051,TM Kỹ thuật và Đầu tư (PETEC),https://petec.com.vn
PEN,HNX,Xây dựng và Vật liệu,CT,251,0.0,5.0,5.0,2002.0,133,,-0.1,-0.165,-0.34,Xây lắp III Petrolimex,http://www.penjico.petrolimex.com.vn
PEQ,UPCOM,Dầu khí,CT,180,0.0,5.0,5.0,2002.0,173,,-0.006,-0.027,-0.151,Thiết bị xăng dầu Petrolimex,http://www.peco.com.vn
PET,HOSE,Bán lẻ,CT,6272,0.009,106.7,107.3,1998.0,2841,2.0,0.009,-0.067,-0.14,Dịch vụ Tổng hợp Dầu khí,http://www.petrosetco.com.vn
PFL,UPCOM,Xây dựng và Vật liệu,CT,3283,0.002,50.0,50.0,2007.0,38,2.4,0.084,0.127,-0.399,Dầu khí Đông Đô,http://daukhidongdo.vn
PGB,UPCOM,Ngân hàng,NH,9155,0.0,420.0,420.0,1993.0,1786,2.0,-0.009,0.057,-0.265,PG Bank,https://www.pgbank.com.vn
PGC,HOSE,"Điện, nước & xăng dầu khí đốt",CT,0,0.021,60.3,60.3,2004.0,1082,2.1,-0.017,-0.035,-0.157,Gas Petrolimex,https://pgas.petrolimex.com.vn
PGD,HOSE,"Điện, nước & xăng dầu khí đốt",CT,1584,0.469,99.0,99.0,2007.0,280,2.6,0.0,0.008,-0.305,PV GAS D,https://www.pvgasd.com.vn
PGI,HOSE,Bảo hiểm,BH,1764,0.204,110.9,110.9,1995.0,1572,2.5,-0.019,-0.052,-0.185,Bảo hiểm PJICO,https://www.pjico.com.vn
PGN,HNX,Hóa chất,CT,475,0.074,9.5,9.5,2007.0,33,,-0.034,0.112,-0.137,Phụ Gia Nhựa,https://pgn.com.vn
PGS,HNX,"Điện, nước & xăng dầu khí đốt",CT,777,0.008,50.0,50.0,2006.0,1150,2.6,-0.009,-0.024,0.139,Khí Miền Nam,https://www.pgs.com.vn
PGT,HNX,Du lịch và Giải trí,CT,2350,0.49,9.2,9.2,2007.0,207,,-0.038,0.019,-0.192,PGT Holdings,http://www.pgt-holdings.com
PGV,HOSE,"Điện, nước & xăng dầu khí đốt",CT,2063,0.0,1123.5,1123.5,2012.0,2711,2.0,-0.018,-0.036,-0.237,Tổng Công ty Phát điện 3,http://www.genco3.com
PHC,HOSE,Xây dựng và Vật liệu,CT,4488,0.001,50.7,50.6,2001.0,567,2.4,-0.017,-0.058,-0.36,Xây dựng Phục Hưng Holdings,http://www.phuchung.com.vn
PHH,UPCOM,Xây dựng và Vật liệu,CT,0,0.004,18.1,20.0,1993.0,23,2.7,-0.006,-0.015,0.778,Hồng Hà Việt Nam,http://honghavietnam.vn
PHN,HNX,Hàng & Dịch vụ Công nghiệp,CT,315,0.491,7.3,7.3,1993.0,284,,-0.006,-0.015,0.678,Pin Hà Nội,http://www.habaco.com.vn
PHP,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,3185,0.001,327.0,327.0,2008.0,2911,2.5,-0.011,-0.067,0.012,Cảng Hải Phòng,https://haiphongport.com.vn
PHR,HOSE,Hóa chất,CT,5347,0.182,135.5,135.5,2008.0,2187,2.8,-0.015,-0.016,0.07,Cao su Phước Hòa,http://www.phr.vn
PHS,UPCOM,Dịch vụ tài chính,CK,364,0.833,150.0,150.0,2006.0,354,2.2,-0.006,-0.005,-0.401,Chứng khoán Phú Hưng,https://www.phs.vn
PIA,HNX,Viễn thông,CT,192,0.117,3.9,3.9,2003.0,123,,-0.006,-0.097,0.034,Tin học Viễn thông Petrolimex,https://piacom.com.vn
PIC,HNX,"Điện, nước & xăng dầu khí đốt",CT,5275,0.0,33.3,33.3,2008.0,67,2.7,-0.106,-0.151,0.557,Đầu tư Điện lực 3,https://pc3invest.cpc.vn
PID,UPCOM,Xây dựng và Vật liệu,CT,162,0.0,4.0,4.0,2009.0,2,,-0.006,-0.015,0.425,Trang trí nội thất Dầu khí,http://www.pvcid.vn
PIS,UPCOM,Tài nguyên Cơ bản,CT,304,0.0,27.5,27.5,2015.0,229,2.9,-0.017,-0.025,-0.182,Pisico Bình Định,http://www.pisico.vn
PIT,HOSE,Bán lẻ,CT,2057,0.006,14.2,15.2,2004.0,147,1.8,-0.014,-0.044,-0.402,XNK PETROLIMEX,http://www.pitco.com.vn
PIV,UPCOM,Bất động sản,CT,759,0.003,17.3,17.3,2008.0,8,,-0.022,0.04,1.304,PIV JSC,http://www.piv.vn
PJC,HNX,"Điện, nước & xăng dầu khí đốt",CT,836,0.005,7.3,7.3,1999.0,497,,-0.006,-0.066,0.316,TM và Vận tải Petrolimex HN,https://petajicohanoi.com.vn
PJS,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,245,0.071,9.0,9.0,2011.0,213,,0.112,0.115,-0.143,Cấp nước Phú Hòa Tân,https://www.phuwaco.com.vn
PJT,HOSE,Hàng & Dịch vụ Công nghiệp,CT,2683,0.007,24.9,24.9,1999.0,363,2.9,0.004,-0.015,-0.067,Vận tải thủy PETROLIMEX,https://pjtaco.petrolimex.com.vn/index.html
PLA,UPCOM,Bất động sản,CT,1084,0.0,10.0,10.0,2005.0,32,,-0.03,-0.158,-0.556,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),http://www.pland.petrolimex.com.vn
PLC,HNX,Hóa chất,CT,3880,0.003,80.8,80.8,2004.0,764,1.9,-0.011,-0.069,-0.384,Hóa dầu Petrolimex,https://plc.petrolimex.com.vn
PLE,UPCOM,Xây dựng và Vật liệu,CT,0,0.0,1.2,1.2,2004.0,63,,-0.006,0.381,-0.294,Tư vấn Xây dựng Petrolimex,http://www.pec.petrolimex.com.vn
PLO,UPCOM,Hàng & Dịch vụ Công nghiệp,CT,470,0.0,7.2,7.2,2013.0,31,,0.022,-0.119,0.069,Kho vận Petec,http://www.peteclogistics.com.vn
PLP,HOSE,Hóa chất,CT,3774,0.004,70.0,70.0,2008.0,243,2.4,-0.011,-0.069,-0.046,SX và CN Nhựa Pha Lê,https://phaleplastics.com.vn
PLX,HOSE,Dầu khí,CT,15626,0.178,1270.6,1293.9,1995.0,26262,2.3,-0.004,-0.057,0.164,Petrolimex,https://www.petrolimex.com.vn
PMB,HNX,Hóa chất,CT,607,0.013,12.0,12.0,2008.0,66,,-0.006,-0.035,-0.104,Phân bón và Hóa chất Dầu khí Miền Bắc,http://pmb.vn
PMC,HNX,Y tế,CT,1512,0.036,9.3,9.3,1997.0,534,3.1,0.098,0.086,0.342,Pharmedic,http://www.pharmedic.com.vn
PMG,HOSE,"Điện, nước & xăng dầu khí đốt",CT,589,0.202,46.3,46.3,2007.0,31,2.2,0.035,0.128,-0.28,ĐT và SX Petro Miền Trung,http://www.petrocenter.com.vn
PMJ,UPCOM,Công nghệ Thông tin,CT,233,0.0,1.8,1.8,2015.0,42,,-0.006,-0.009,-0.179,Vật tư Bưu điện,http://potmasco.com.vn
PMP,HNX,Hàng & Dịch vụ Công nghiệp,CT,244,0.009,4.2,4.2,2008.0,530,,0.001,-0.092,0.053,Bao bì Đạm Phú Mỹ,http://www.dpmp.vn
PMS,HNX,Hàng & Dịch vụ Công nghiệp,CT,0,0.02,7.2,7.2,1999.0,187,3.4,-0.019,-0.012,0.197,Cơ khí xăng dầu,https://pms.petrolimex.com.vn
PMT,UPCOM,Công nghệ Thông tin,CT,288,0.001,4.9,5.0,1970.0,68,,-0.006,0.332,-0.217,Telvina Việt Nam,https://telvina.vn
PMW,UPCOM,"Điện, nước & xăng dầu khí đốt",CT,340,0.0,50.0,50.0,2013.0,67,3.2,-0.045,0.122,0.285,Cấp Nước Phú Mỹ,http://www.pmw.vn
PNC,HOSE,Truyền thông,CT,0,0.005,10.8,11.0,1999.0,916,2.4,0.066,0.203,0.236,Văn hóa Phương Nam,http://www.pnc.com.vn
